-16.4106,0.526134,23.9478
-16.6927,0.535772,24.4396
-16.4675,0.528839,24.1885
-16.5173,0.530235,24.343
-16.8162,0.540662,24.8667
-16.8329,0.541307,24.9739
-16.2589,0.523345,24.2022
-15.7823,0.50825,23.5712
-16.5029,0.532676,24.7314
-16.9297,0.546315,25.4557
-15.6098,0.504844,23.5502
-15.4727,0.500694,23.4232
-16.2144,0.525585,24.6309
-16.017,0.519328,24.4136
-16.624,0.539136,25.4256
-16.17,0.525224,24.8168
-16.1701,0.52512,24.9026
-16.1619,0.525452,24.9769
-16.2213,0.528013,25.1548
-16.1591,0.526795,25.1469
-16.1332,0.526522,25.1934
-16.1449,0.526758,25.2998
-16.3271,0.534035,25.677
-16.1318,0.527534,25.4587
-16.2808,0.533188,25.7857
-16.4487,0.538722,26.1449
-16.1991,0.53142,25.84
-16.1255,0.529778,25.8146
-15.9061,0.522573,25.5551
-15.9647,0.525525,25.7413
-15.9984,0.526709,25.8899
-16.057,0.529286,26.0783
-15.8553,0.523643,25.8463
-15.7712,0.52131,25.8025
-15.8164,0.523126,25.9725
-15.7344,0.521047,25.9328
-15.6274,0.518241,25.8519
-15.8541,0.52554,26.3245
-15.7763,0.52397,26.2929
-15.7037,0.521687,26.2687
-15.5039,0.516175,26.0335
-15.7871,0.526107,26.6088
-15.5465,0.518437,26.3017
-15.5313,0.518603,26.3762
-15.3272,0.512084,26.1277
-15.3507,0.513574,26.268
-15.3282,0.513534,26.3321
-15.2608,0.511784,26.3161
-14.925,0.501197,25.837
-14.7051,0.494287,25.5544
-14.6073,0.491734,25.4838
-14.518,0.488952,25.4287
-14.2645,0.481419,25.0821
-14.3841,0.485267,25.3924
-14.3532,0.484584,25.4381
-13.9124,0.471414,24.7547
-14.12,0.478346,25.2246
-14.1654,0.480491,25.4061
-14.0153,0.475523,25.2398
-14.1257,0.480365,25.5406
-14.3482,0.488536,26.0475
-14.5593,0.496576,26.5379
-14.5925,0.498106,26.7083
-14.2088,0.485435,26.1136
-13.89,0.474669,25.6322
-13.6161,0.466281,25.2298
-13.2792,0.455243,24.708
-13.5513,0.465509,25.32
-13.2185,0.454484,24.8013
-13.1079,0.45161,24.6964
-13.3267,0.459353,25.216
-13.2518,0.457356,25.1793
-13.1088,0.452845,25.0138
-13.1682,0.456123,25.2355
-13.2087,0.458067,25.4203
-13.2505,0.459867,25.6113
-13.3447,0.463248,25.9055
-13.4737,0.469023,26.2695
-13.4115,0.467139,26.2628
-13.3083,0.464304,26.1745
-13.4721,0.470763,26.6129
-13.8589,0.48512,27.4987
-13.7906,0.48268,27.4839
-13.678,0.480051,27.38
-14.0578,0.493576,28.2672
-14.2621,0.502289,28.8088
-14.497,0.511555,29.4144
-15.4259,0.54392,31.4403
-18.0402,0.637914,36.9366
-18.7082,0.661846,38.4794
-18.8919,0.669352,39.0363
